,url,full_text
0,https://www.nytimes.com/2023/10/30/world/middleeast/israel-ground-operation.html,"In the 23 harrowing days since Hamas attacked Israeli civilians and soldiers, Israel’s Western allies have had to perform a delicate balancing act: expressing steadfast support for the country during its darkest hours, while navigating the growing public anger on their streets over the intensifying bombardment of Gaza.

Israel’s neighbors in the Middle East have walked a different tightrope: managing outraged populations and, in some cases, proxy militant groups, which threaten to drag them into a broader war with Israel that they may not seek.

For both, Israel’s unfolding ground invasion of the densely populated Gaza Strip has complicated their calculations.

The phased nature of the operation has lacked the thunderous impact of an all-out infantry and tank assault, something Israel’s rivals had warned against, given the likelihood that it would cause untold civilian casualties. And yet the growing Palestinian death toll — more than 8,000, according to the Hamas-run Gaza health ministry — and the prospect that the fighting might go on for months, has already drawn thousands of protesters into the streets from London to Istanbul, demanding a cease-fire."
1,https://www.nytimes.com/2023/10/28/world/middleeast/israel-gaza-ground-invasion.html,"Israel’s apparent decision to hold off on a full-scale invasion of the Gaza Strip and instead conduct more limited ground incursions, at least initially, aligns with suggestions that the U.S. defense secretary, Lloyd J. Austin III, made to his Israeli counterparts in recent days, American officials said on Saturday.

Biden administration officials warned that it was hard to tell what Israel would eventually do, since increased airstrikes and expanded ground incursions in the past three days indicated a more aggressive posture.

Prime Minister Benjamin Netanyahu of Israel said on Saturday evening that Israeli forces had entered the Gaza Strip on Friday to begin “the second stage of the war,” though he did not describe the move as an invasion. Military officials said earlier on Saturday that Israeli troops had pushed into the northern part of the enclave and remained there on Saturday evening.

So far, the incursions into Gaza by Israeli ground forces are smaller and more narrowly focused than what Israeli military officials initially described to Mr. Austin and other top U.S. military officials, American officials said on Saturday.

Indeed, the initial Israeli invasion plans alarmed U.S. officials, who expressed concern that they lacked achievable military objectives and that the Israeli military was not yet ready to launch a ground invasion.

In phone conversations with his Israeli counterpart, Yoav Gallant, Mr. Austin has stressed the need for careful consideration of how Israeli forces might conduct a ground invasion of Gaza, where Hamas maintains an intricate network of tunnels under densely populated areas.

The Israelis improved and refined their plan after a concerted effort by Mr. Austin and other officials, a U.S. official said on Saturday, speaking on condition of anonymity to describe war planning between allies. However, Biden administration officials have insisted that the United States had not told Israel what to do and still supports a ground invasion.

Other factors that also most likely influenced Israel’s war planning, American officials say, are the possible impact on hostage negotiations and the fact that Israeli political and military leaders have been divided about how, when and even whether to invade.

But current and former Pentagon officials, as well as former U.S. commanders who have conducted urban military operations, said on Saturday that Israel appeared to be conducting a phased operation, with smaller reconnaissance units advancing into Gaza to locate Hamas fighters, clash with them and identify their vulnerabilities.

“Once the weaknesses, seams and gaps are discovered, they bring in the main assault force,” said Mick Mulroy, a former top Middle East policy official at the Pentagon and a retired C.I.A. officer.

Frederick B. Hodges, a retired three-star Army general who served in Iraq, said the tactic also seemed to be a way for Israeli forces “to reduce or limit casualties as well as collateral damage” to buildings."
2,https://www.nytimes.com/2023/10/22/us/politics/us-hostages-israel-gaza.html,"The Biden administration has advised Israel to delay a ground invasion of Gaza, hoping to buy time for hostage negotiations and to allow more humanitarian aid to reach Palestinians in the sealed-off enclave, according to several U.S. officials.

American officials also want more time to prepare for attacks on U.S. interests in the region from Iran-backed groups, which officials said are likely to intensify once Israel moves its forces fully into Gaza.

The administration is not making a demand of Israel and still supports the ground invasion and Israel’s goal of eradicating Hamas, the group controlling Gaza that killed about 1,400 people in terrorist attacks on Oct. 7, the officials said.

But fast-moving events since Hamas released two American women on Friday have spurred the administration to more urgently suggest that the Israelis allow time to negotiate the release of 212 other hostages, the officials said.

President Biden called Prime Minister Benjamin Netanyahu on Sunday afternoon to discuss the latest developments, the White House said. Mr. Biden also spoke to the leaders of Canada, France, Germany, Italy and Britain.

Mr. Biden and Mr. Netanyahu agreed that after the entry of the first two convoys of humanitarian aid into Gaza on Saturday, there “will now be continued flow of this critical assistance,” a White House summary of the call said. The leaders also “discussed ongoing efforts to secure the release of all the remaining hostages taken by Hamas — including U.S. citizens — and to provide for safe passage for U.S. citizens and other civilians in Gaza who wish to depart,” the White House said."
3,https://www.nytimes.com/2023/10/29/world/middleeast/israel-intelligence-hamas-attack.html,"Israeli officials have promised a full investigation into what went wrong.

Even before that inquiry, it is clear the attacks were possible because of a cascade of failures over recent years — not hours, days or weeks. A New York Times examination, based on dozens of interviews with Israeli, Arab, European and American officials, as well as a review of Israeli government documents and evidence collected since the Oct. 7 raid, shows that:

Israeli security officials spent months trying to warn Mr. Netanyahu that the political turmoil caused by his domestic policies was weakening the country’s security and emboldening Israel’s enemies. The prime minister continued to push those policies. On one day in July he even refused to meet a senior general who came to deliver a threat warning based on classified intelligence, according to Israeli officials.

Israeli officials misjudged the threat posed by Hamas for years, and more critically in the run-up to the attack. The official assessment of Israeli military intelligence and the National Security Council since May 2021 was that Hamas had no interest in launching an attack from Gaza that might invite a devastating response from Israel, according to five people familiar with the assessments who spoke on the condition of anonymity to discuss sensitive details. Instead, Israeli intelligence assessed that Hamas was trying to foment violence against Israelis in the West Bank, which is controlled by its rival, the Palestinian Authority.

The belief by Mr. Netanyahu and top Israeli security officials that Iran and Hezbollah, its most powerful proxy force, presented the gravest threat to Israel diverted attention and resources away from countering Hamas. In late September, senior Israeli officials told The Times they were concerned that Israel might be attacked in the coming weeks or months on several fronts by Iran-backed militia groups, but made no mention of Hamas initiating a war with Israel from the Gaza Strip.

American spy agencies in recent years had largely stopped collecting intelligence on Hamas and its plans, believing the group was a regional threat that Israel was managing.

Overall, arrogance among Israeli political and security officials convinced them that the country’s military and technological superiority to Hamas would keep the terrorist group in check.

“They were able to trick our collection, our analysis, our conclusions and our strategic understanding,” Eyal Hulata, Israel’s national security adviser from 2021 until early this year, said during a discussion last week in Washington sponsored by the Foundation for Defense of Democracies, a think tank.

“I don’t think there was anyone who was involved with affairs with Gaza that shouldn’t ask themselves how and where they were also part of this massive failure,” he added.

Many senior officials have accepted responsibility, but Mr. Netanyahu has not. At 1 a.m. Sunday in Israel, after his office was asked for comment on this article, he posted a message on X, formerly Twitter, that repeated remarks he made to The New York Times and blamed the military and intelligence services for failing to provide him with any warning on Hamas.

“Under no circumstances and at no stage was Prime Minister Netanyahu warned of war intentions on the part of Hamas,” the post read in Hebrew. “On the contrary, the assessment of the entire security echelon, including the head of military intelligence and the head of Shin Bet, was that Hamas was deterred and was seeking an arrangement.”

In the resulting furor, Benny Gantz, a member of his war cabinet, publicly rebuked Mr. Netanyahu, saying that “leadership means displaying responsibility,” and urged the prime minister to retract the post. It was later deleted, and Mr. Netanyahu apologized in a new one.

On Sunday, Shin Bet promised a thorough investigation after the war. The I.D.F. declined to comment.

The last time Israelis’ collective belief in their country’s security was similarly devastated was 50 years earlier, at the start of the Yom Kippur War, when Israel was caught off guard by an assault by Egyptian and Syrian forces. In an echo of that attack, Hamas succeeded because Israeli officials made many of the same mistakes that were made in 1973.

The Yom Kippur War was “a classic example of how intelligence fails when the policy and intelligence communities build a feedback loop that reinforces their prejudices and blinds them to changes in the threat environment,” Bruce Riedel, a former top Middle East analyst at the Central Intelligence Agency, wrote in a 2017 research paper about the 1973 war.

In an interview this month, Mr. Riedel said that Mr. Netanyahu was reaping the consequences of focusing on Iran as the existential threat to Israel while largely ignoring an enemy in his backyard.

“Bibi’s message to Israelis has been that the real threat is Iran,” he said, using Mr. Netanyahu’s nickname. “That with the occupation of the West Bank and the siege of Gaza, the Palestinian issue is no longer a threat to Israel’s security. All of those assumptions were shattered on Oct. 7.”"
4,https://www.nytimes.com/2023/10/17/us/politics/biden-israel-trip.html,"The rapidly changing events of the day and the anger that followed demonstrate the perils of a trip by the president less than two weeks after sweeping massacres by Hamas in Israel prompted a new war. With his visit, Mr. Biden was intending to show solidarity with America’s closest ally in the Middle East and urge Israel to avoid civilian casualties. He had also planned to travel onward to Jordan to stress to leaders of Jordan, Egypt and the Palestinian Authority the risks of the crisis expanding beyond Gaza.

But after Tuesday’s explosion, key parts of the plan began unraveling.

As Air Force One sat on the tarmac at Joint Base Andrews in Maryland, White House officials told reporters that the summit in Jordan planned for Wednesday had been canceled. For a moment, it was unclear to reporters and some administration officials aboard the plane whether it would take off to the Middle East at all. Mr. Biden had boarded without answering questions.

Eventually, Air Force One departed, carrying an American president bound for Tel Aviv at a moment when Gaza was facing a humanitarian catastrophe and anger was reverberating across the Middle East.

“The timing and optics of such a significant visit couldn’t be any worse,” said Charles Lister, the director of counterterrorism at the Middle East Institute. “Whatever the circumstances behind this strike at the hospital in Gaza, it doesn’t really matter at this point. The tensions have been inflamed beyond anything we’ve seen over the last week.”

Still, White House officials stressed that Mr. Biden’s trip was still worth making.

John F. Kirby, a spokesman for the White House, said that Mr. Biden had spoken with Prime Minister Benjamin Netanyahu before leaving for Israel. Mr. Kirby did not say whether Mr. Netanyahu directly denied responsibility for the explosion, but said that “I think we certainly recognize that they feel very strongly that this was not caused by them.”"
5,https://www.nytimes.com/2023/10/16/us/politics/biden-israel-trip.html,"While Mr. Biden and Secretary of State Antony J. Blinken have backed the overthrow of Hamas, they have also stressed to Mr. Netanyahu’s government that once Israel is seen blowing up buildings and triggering Palestinian casualties, public sentiment around the world could change dramatically. It would focus less on the Oct. 7 terrorist attack, with its scenes of burned bodies and massacred children, and more on the brutality of the response.

“We obviously don’t want to see any additional civilian suffering,” Mr. Kirby said, though he added that there were no conditions being put on the arms and other aid being shipped to Israel.

Before the announcement, two administration officials, noting the pro-Palestinian marches in Europe, in New York and on some American college campuses, said in interviews that they could already sense the narrative shifting. They spoke on the condition of anonymity to discuss the administration’s internal assessments.

Mr. Biden’s visit is an extraordinary show of support to Israel in the midst of war, akin to Mr. Biden’s brief trip to Ukraine in February to shore up international support for President Volodymyr Zelensky. And just as Mr. Biden’s trip to Kyiv came as Ukraine was on the cusp of a major military operation, the visit to Jerusalem comes as hundreds of thousands of Israeli troops are poised to fight their way through the jammed urban landscape of Gaza to carry out Mr. Netanyahu’s vow to eliminate Hamas.

The security risk of such a trip was clear on Monday when sirens warning of incoming rockets or missiles went off while Mr. Blinken, who was in Israel for his second visit in a week, was meeting at a military base with Mr. Netanyahu and his war cabinet. Mr. Blinken and his hosts were rushed to a bunker and sheltered there for five minutes before resuming their discussions. (There was a similar warning when Mr. Biden was touring a few blocks of Kyiv with Mr. Zelensky in February.)"
6,https://www.nytimes.com/2023/10/18/us/politics/hospital-gaza-us-intelligence.html,"American and Israeli officials said their intelligence showed that the deadly blast at a Gaza hospital on Tuesday was caused by an armed Palestinian group, rebutting Palestinian claims that an Israeli strike caused the explosion.

The U.S. officials, who spoke on condition of anonymity to discuss the sensitive information, said they were basing their early analysis on multiple strands of intelligence indicating that the blast at Ahli Arab hospital was caused by Palestinian Islamic Jihad, a group allied with Hamas. The group said Israel’s accusations that one of its rockets malfunctioned and hit the hospital were “false and baseless.” Hamas has not provided any documentation of Israeli involvement.

The officials cautioned that the analysis was preliminary and that they were continuing to collect and analyze evidence. Neither side’s claims about who was responsible have been independently verified.

The American intelligence, first mentioned by President Biden, includes satellite and other infrared data showing a launch of a rocket or missile from Palestinian fighter positions within Gaza. American intelligence agencies have also analyzed open-source video — recordings collected by journalists and others — of the launch showing that it did not come from the direction of Israeli military positions, the officials said. Israeli officials have also provided the United States with intercepts of Hamas officials saying the strike came from forces aligned with Palestinian militant groups.

“The U.S. government assesses that Israel was not responsible for an explosion that killed hundreds of civilians yesterday at the Al Ahli Hospital in the Gaza Strip,” said Adrienne Watson, a spokeswoman for the National Security Council. “Our assessment is based on available reporting, including intelligence, missile activity and open-source video and images of the incident.”

Ms. Watson said the intelligence indicated that some Palestinian fighters in the Gaza Strip believed the explosion was likely caused by an errant rocket or missile launch carried out by Palestinian Islamic Jihad. “The militants were still investigating what had happened. We continue to work to corroborate whether the explosion resulted from a failed P.I.J. rocket,” she said.

U.S. officials cautioned, however, that the full story of what happened at the hospital is not known. While they do not believe an Israeli strike caused the attack, they are uncertain about how an errant Palestinian rocket could have caused so much loss of life at the hospital.

The main hospital building did not sustain critical damage. While there was light damage to the roofs of the two buildings near the main building, both structures remain intact. It is possible that a rocket hit a parking lot near the hospital where people were gathered, but American officials are trying to learn more.

The efforts by U.S. and Israeli officials to explain their findings came as protests over the Gaza hospital explosion spread across the Middle East, bringing defiant crowds to embassies and consulates of countries that demonstrators said were complicit in the humanitarian crisis.

Multiple officials said the evidence gathered so far refuted claims that Israeli forces were responsible for the blast, and it was strong enough for Mr. Biden to make comments supporting Israel’s account of events.

“Based on what I’ve seen, it appears as though it was done by the other team, not you,” Mr. Biden told Prime Minister Benjamin Netanyahu of Israel during a joint appearance on his rare wartime visit to Israel. Mr. Biden said later that he had based his comments on an American military evaluation.

A senior Defense Department official said based on the launch data collected by infrared sensors that the United States was “fairly confident” the launch did not come from Israeli forces.

The Israel Defense Forces said its finding that a malfunctioning rocket fired by Palestinian Islamic Jihad had caused the blast came after a review of evidence. The group has denied the claim, and the Hamas-run Gazan health ministry said that an Israeli strike caused the blast, which it said killed hundreds of Palestinians. (The death toll could not be independently confirmed, though video footage verified by The New York Times showed scores of bodies in the hospital’s courtyard, suggesting the number of victims was high.)

In a press briefing on Wednesday morning, Rear Adm. Daniel Hagari, an Israeli military spokesman, said that Islamic Jihad fired 10 rockets at 6:59 p.m. local time. One of the rockets, he said, fell to earth prematurely, hitting a parking lot outside the hospital. He said that Israel had not fired any ordnance in the area of the hospital at that time.

He cited a photograph of the parking lot that was posted on social media on Wednesday morning that he said did not show the kind of impact that would have been caused by an Israeli missile. The New York Times has not verified the photo. The photo shows the effects of a fire — burned-out cars and scorched ground. Admiral Hagari said that the damage was caused by rocket fuel that caught fire after hitting the ground.

He also showed aerial footage that he said was taken from a military drone overnight. In the images, he said, there was no evidence of a crater caused by an Israeli missile.

And he dismissed suggestions that the strike was caused by an errant Israeli air defense interceptor. He said Israel does not fire air defense missiles into Gazan airspace.

On Tuesday, Israeli officials provided American intelligence agencies with the intercepted communications.

U.S. officials said their assessment was not based only on the Israeli intercepts. American officials spent the night analyzing those intercepts along with the open-source data, videos captured by journalists and others that show a rocket flying in the vicinity of the hospital.

Senators Mark Warner, Democrat of Virginia, and Marco Rubio, Republican of Florida, who lead the Senate Intelligence Committee, said on Wednesday that the committee had reviewed the intelligence and also attributed the blast to a failed Palestinian rocket launch.

The United States regularly uses infrared satellite collection to analyze launches. The warning system was one of the first pieces of intelligence that showed that a Malaysia Airlines plane was shot down by Russian forces over Ukraine in 2014."
7,https://www.nytimes.com/2023/10/28/world/asia/china-israel-hamas-antisemitism.html,"Hu Xijin, an influential commentator and a former editor in chief of Global Times, a Communist Party newspaper, responded to hawkish statements from an Israeli minister directed at Hezbollah, the powerful militia in Lebanon, writing on Chinese social media: “Oh, calm down, Israel. I’m worried you’ll wipe the Earth out of the solar system.”

At times, the anti-Israel comments took on a nationalist tone. In a widely viewed post, an influencer with 2.9 million followers on the Chinese social media platform Weibo said that he would opt to call Hamas a “resistance organization” instead of a “terrorist organization,” in keeping with China’s own labeling of the group. He went on to accuse Israel of being a terror organization because its airstrikes on Gaza had caused civilian casualties.

A Chinese state broadcaster recently hosted a discussion page on Weibo stating that Jews controlled a disproportionate amount of U.S. wealth. Many of the responses were replete with antisemitic stereotypes and comments downplaying the horrors of the Holocaust.

Shen Yi, a prominent professor of international relations at Fudan University, likened Israel’s attacks to acts of aggression perpetrated by Nazis. Among the comments on recent posts from the official social media account of Israel’s embassy in China were similar comparisons of Israelis to Nazis.

It is hard to say whether the anti-Israeli positions in state media and antisemitism on the Chinese internet are part of a coordinated campaign. But China’s state media rarely veers from the official position of the country’s Communist Party, and its hair-trigger internet censors are keenly attuned to the wishes of its leaders, quick to remove any content that sways public sentiment in an unwanted direction, especially on matters of such geopolitical importance.

After the family member of an Israeli diplomat was stabbed in Beijing this month, Chinese censors limited the spread of the news by restricting hashtags from search results on social media. Chinese police said the victim was stabbed by a foreign man. It was not clear why the restrictions were put in place.

“If China felt that it was dangerous and problematic to allow antisemitic comments to flourish, the censors would stop it. Clearly, the government is conveying the message that it’s tolerated,” said Carice Witte, the executive director of SIGNAL Group, an Israeli think tank focusing on China."
8,https://www.nytimes.com/2023/10/19/us/politics/biden-israel-trip.html,"Never mind that the teeny, tiny font of the advice on the notecard would be awfully hard to read at the moment we thought a rocket was shooting our way. But it was the first time since I started covering the White House in 1996 that I could remember such a briefing for reporters on Air Force One, a sign of just how uncertain the trip could be.

After all, they were bringing the president and his traveling party into a country at war in broad daylight on live television. Air Force One was to land at Ben-Gurion International Airport well within range of Hamas rockets from Gaza, a place considered hazardous enough that many international airlines have stopped flying there.

Just the day before, Chancellor Olaf Scholz of Germany had to be evacuated from his own plane at the same airport because of air raid sirens and rushed to a shelter. The reporters traveling with him? Ordered to throw themselves down on the tarmac and lie flat until the danger passed.

Just the day before that, Secretary of State Antony J. Blinken was similarly hustled to a shelter during a meeting with Prime Minister Benjamin Netanyahu. The reporters with him were scrambled out of vans and into the stairwell of a building to ride out the possible attack."
9,https://www.nytimes.com/video/world/middleeast/100000009131226/scenes-from-northern-gaza-after-orders-to-evacuate.html,"0:26

Three Students of Palestinian Descent Shot in Vermont

0:34

An American Girl Held Hostage by Hamas Has Been Freed, Biden Says

0:52

Hostages Reunite With Families at Israeli Children’s Hospital

0:47

First Group of Hostages Released by Hamas Is ‘Only a Start,’ Biden Says

0:36

Displaced Palestinians Try to Return Home to Northern Gaza

0:53

Families of Israeli Hostages Await News Following Cease-Fire Deal

0:34

Netanyahu Speaks to His Nation on the Proposed Hostage Deal

1:14

Israeli Teen Hopes Her Cousins Will Be Released Soon by Hamas

1:09

Premature Babies Are Treated After Evacuation From Al-Shifa Hospital

1:12

Biden, Xi Make Progress on Military Talks and Fentanyl

0:34

Displaced Gazans Waterproof Temporary Shelters with Tarps

0:31"
